ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT4,PAY_AMT5,PAY_AMT6,Pay%1,Pay%2,Pay%3,default,FICO
25082,270000,1,1,1,54,1188,14989,2619,14989,2619,1269,12.62,0.17,0.48,0,MT700
25087,160000,1,1,1,53,48355,49552,51655,2111,1911,2111,0.04,0.04,0.04,0,MT700
25093,20000,1,2,1,56,17125,18372,19696,2111,2111,1111,0.12,0.11,0.06,0,MT700
25106,1.00E+05,1,1,1,55,17158,18758,17168,2111,3111,1,0.12,0.17,0,0,MT700
25114,50000,1,2,1,57,48111,18576,15339,711,1111,1111,0.01,0.06,0.07,0,MT700
25116,50000,1,2,1,56,22379,18943,15464,531,464,451,0.02,0.02,0.03,0,MT700
25120,170000,1,3,1,61,164597,94194,92177,4111,3511,3611,0.02,0.04,0.04,0,MT700
25127,740000,1,1,1,50,296561,285912,268257,11111,11111,15111,0.04,0.04,0.06,0,MT700
25131,420000,1,1,1,52,14534,21631,17641,21631,17641,11748,1.49,0.82,0.67,0,MT700
25145,90000,1,2,1,55,27132,31675,37911,5111,8111,2111,0.19,0.26,0.06,0,MT700
25156,30000,2,2,1,24,29945,31373,29476,2158,1,1111,0.07,0,0.04,0,LT500
25157,30000,2,3,1,23,27817,28131,27141,1455,857,1187,0.05,0.03,0.04,0,MT700
25161,80000,2,1,2,29,42236,44924,44172,3411,1,3816,0.08,0,0.09,1,LT500
25164,60000,2,3,2,41,59851,32112,32388,3211,2111,4111,0.05,0.07,0.13,0,MT700
25166,60000,2,2,2,25,36841,31119,32446,3111,3111,1211,0.08,0.1,0.04,0,MT700
25168,110000,2,3,2,29,25217,25611,26136,1111,1111,3111,0.04,0.04,0.12,0,MT700
25177,50000,2,2,2,22,51124,29381,28957,811,818,1211,0.02,0.03,0.04,0,MT700
25178,50000,2,3,1,22,19799,19262,19124,911,711,711,0.05,0.04,0.04,0,MT700
25191,20000,2,2,2,22,3921,1997,1317,1,111,1,0,0.06,0,1,LT500
25195,30000,2,2,2,23,29497,29291,28693,2111,3151,1,0.07,0.11,0,0,MT700
25212,120000,2,1,2,24,14185,13329,11237,1329,511,3121,0.09,0.04,0.28,0,MT700
25220,150000,2,2,2,24,17853,34527,28277,22111,3111,5193,1.24,0.09,0.18,0,MT700
25222,130000,2,3,2,24,57434,58593,61514,2151,2811,2311,0.04,0.05,0.04,1,LT500
25228,90000,2,1,2,24,21123,21776,21155,891,763,769,0.04,0.04,0.04,0,MT700
25237,80000,2,3,1,25,3377,3377,5162,3377,5162,3387,1,1.53,0.66,0,MT700
25238,140000,2,2,2,26,121719,126471,124342,9275,1,4712,0.08,0,0.04,0,LT500
25247,270000,2,2,2,25,35272,37211,31447,2418,1511,2113,0.07,0.04,0.07,0,MT700
25248,60000,2,2,2,23,21111,15892,16762,881,911,852,0.04,0.06,0.05,0,MT700
25255,210000,2,3,2,25,114918,95946,118796,3111,29166,5111,0.03,0.3,0.04,1,LT500
25261,90000,2,2,2,23,32747,33191,33291,1175,1338,1216,0.04,0.04,0.04,0,MT700
25268,30000,2,2,2,25,31619,29146,29823,1211,1311,1311,0.04,0.04,0.04,0,MT700
25269,120000,2,2,1,25,28563,24165,2812,6216,1,311,0.22,0,0.11,0,LT500
25273,50000,2,2,1,25,15493,8211,8133,284,371,652,0.02,0.05,0.08,0,MT700
25279,80000,2,3,2,27,16558,17281,17652,1111,651,1111,0.07,0.04,0.06,1,LT500
25283,70000,2,3,2,24,69327,68582,68677,3111,3111,3111,0.04,0.05,0.05,0,MT700
25284,60000,2,3,1,23,59345,29399,29339,1121,1151,1181,0.02,0.04,0.04,0,MT700
25290,2.00E+05,2,1,2,27,23949,9271,4496,219,112,2797,0.01,0.01,0.62,0,LT500
25291,1.00E+05,2,1,2,27,26499,26799,1151,511,1151,1,0.02,0.04,0,0,MT700
25292,1.00E+05,2,1,2,26,64692,66114,67396,2511,2511,2611,0.04,0.04,0.04,0,MT700
25300,30000,2,2,2,23,24234,24853,7814,1296,511,1551,0.05,0.02,0.2,0,MT700
25301,50000,2,1,2,25,8377,8789,8813,1111,511,511,0.13,0.06,0.06,0,MT700
25304,80000,2,2,1,25,41646,29297,31157,1311,1411,1111,0.03,0.05,0.04,0,MT700
25322,80000,2,3,2,25,79181,59873,61521,2211,2211,2511,0.03,0.04,0.04,0,MT700
25323,270000,2,1,2,28,67497,68446,69799,2435,3111,4111,0.04,0.05,0.06,0,MT700
25325,260000,2,3,2,27,93122,61746,47819,2125,1719,2111,0.02,0.03,0.04,0,MT700
25328,2.00E+05,2,2,1,29,54411,42923,41365,3111,1,4611,0.06,0,0.11,0,LT500
25330,30000,2,2,2,25,27915,27185,28816,1,2211,1,0,0.08,0,1,LT500
25333,520000,2,1,2,28,146913,151656,132151,51263,59491,48326,0.35,0.39,0.37,0,MT700
25334,80000,2,3,2,28,15413,5849,2146,5852,2254,1467,0.38,0.39,0.68,0,MT700
25335,120000,2,3,1,28,61791,51191,51113,5111,5111,3111,0.08,0.1,0.06,0,MT700
25343,120000,2,2,2,26,1682,1682,1682,1682,1682,1674,1,1,1,0,MT700
25345,80000,2,2,2,22,75773,29126,8671,596,173,2114,0.01,0.01,0.24,0,LT500
25354,30000,2,1,1,23,1951,1171,1171,1,1,1,0,0,0,0,LT500
25357,140000,2,2,2,23,15583,7218,7365,1,147,1111,0,0.02,0.15,0,MT700
25358,180000,2,1,2,25,47383,32876,28915,926,876,3114,0.02,0.03,0.11,0,MT700
25359,4.00E+05,2,3,2,26,13574,8815,11511,292,2784,271,0.02,0.32,0.02,0,MT700
25361,260000,2,2,2,26,262723,222464,222837,7114,7532,8427,0.03,0.03,0.04,0,MT700
25365,30000,2,2,1,25,28351,26389,26992,917,1111,2111,0.03,0.04,0.08,0,MT700
25372,320000,2,2,2,28,34613,31596,31155,1111,1111,5198,0.03,0.04,0.17,0,MT700
25376,80000,2,1,2,27,71447,66994,66813,5111,2711,2311,0.07,0.04,0.03,0,MT700
25403,80000,2,2,1,27,41498,29212,29621,798,1317,359,0.02,0.05,0.01,1,LT500
25417,3.00E+05,2,1,2,30,57282,58575,59653,2246,2174,3111,0.04,0.04,0.05,0,MT700
25428,140000,2,2,2,26,3776,3776,4173,3776,4173,1111,1,1.11,0.27,0,MT700
25429,50000,2,3,2,22,51563,51677,48556,1,1853,1,0,0.04,0,0,MT700
25450,50000,2,3,1,24,49816,31212,31419,1211,1111,1251,0.02,0.04,0.04,0,MT700
25461,30000,2,1,1,23,28836,28812,29411,576,588,611,0.02,0.02,0.02,1,LT500
25471,2.00E+05,2,2,1,34,15133,12785,8426,12849,8468,27378,0.85,0.66,3.25,0,MT700
25472,140000,2,2,2,26,141949,141345,136379,11411,1,4931,0.08,0,0.04,1,LT500
25473,80000,2,2,2,27,41969,41275,41637,1511,1551,1611,0.04,0.04,0.04,1,LT500
25476,80000,2,1,2,28,43731,44721,45764,1721,1764,1762,0.04,0.04,0.04,0,MT700
25478,50000,2,1,2,24,1851,8362,811,8362,811,1469,4.52,0.1,1.81,0,MT700
25483,2.00E+05,2,1,2,29,2257,43721,43968,42111,1711,2111,18.66,0.04,0.05,0,MT700
25490,110000,2,1,2,27,59428,53678,52254,4111,3111,5151,0.07,0.06,0.1,0,MT700
25491,20000,2,1,2,22,21178,21281,21293,711,717,722,0.03,0.03,0.03,0,MT700
25495,110000,2,2,2,29,112466,111194,119243,4156,4123,4368,0.04,0.04,0.04,0,MT700
25496,80000,2,3,2,28,69776,71985,72444,2511,2511,2511,0.04,0.03,0.03,0,MT700
25499,80000,2,2,2,27,17151,11926,11168,1,1111,11111,0,0.09,0.99,0,MT700
25500,90000,2,1,1,29,35671,41995,35912,618,3211,8511,0.02,0.08,0.24,0,MT700
25508,380000,2,2,1,30,52296,196448,168415,168159,5248,5541,3.22,0.03,0.03,0,MT700
25518,150000,2,3,2,33,6462,5872,1242,1111,1111,1,0.17,0.19,0,0,MT700
25528,10000,2,2,2,33,8617,8336,11219,1,2111,1,0,0.25,0,0,MT700
25533,50000,2,1,2,33,34798,36218,37466,2311,2111,2111,0.07,0.06,0.06,0,MT700
25561,5.00E+05,2,1,2,28,221792,211215,183739,7129,9193,11118,0.03,0.04,0.06,0,MT700
25564,480000,2,2,2,31,185344,164256,168433,6368,7323,5837,0.03,0.04,0.03,0,MT700
25578,80000,2,3,1,41,58114,59187,61951,2192,3691,2371,0.04,0.06,0.04,0,MT700
25579,260000,2,1,2,37,1117,1112,959,1112,959,935,1,0.86,0.97,0,MT700
25592,5.00E+05,2,1,2,35,43251,34279,8657,1,8657,11649,0,0.25,1.35,0,MT700
25593,360000,2,2,1,47,87661,78216,71147,2819,2468,2513,0.03,0.03,0.04,0,MT700
25607,420000,2,1,1,44,33125,36945,37276,5115,2115,1462,0.15,0.06,0.04,0,MT700
25610,190000,2,1,2,28,859,1311,514,1311,514,175,1.53,0.39,0.34,0,MT700
25613,50000,2,2,2,31,48119,8257,8137,1111,319,2111,0.02,0.04,0.26,0,MT700
25614,290000,2,1,2,29,118815,115375,115711,2822,3212,3173,0.02,0.03,0.03,0,MT700
25626,240000,2,1,2,28,187916,149293,151614,11141,7111,6111,0.06,0.05,0.04,0,MT700
25630,70000,2,2,2,30,15611,16753,16343,1411,1,1411,0.09,0,0.09,1,LT500
25635,50000,2,3,1,31,27881,27935,26314,1172,2115,1111,0.04,0.08,0.04,0,MT700
25650,90000,2,1,2,29,82623,71741,69237,3111,2829,2511,0.04,0.04,0.04,0,MT700
25656,220000,2,2,2,30,137337,144571,141881,11811,1,5611,0.09,0,0.04,0,LT500
25664,70000,2,3,1,42,31367,32163,32975,2111,2111,1781,0.07,0.07,0.05,0,MT700
25665,170000,2,2,2,25,29215,19415,19531,11111,2111,1,0.38,0.11,0,0,MT700
25671,2.00E+05,2,2,1,39,39266,41121,41961,1511,1479,1514,0.04,0.04,0.04,0,MT700
25678,420000,2,2,2,32,473498,368338,348311,12121,21114,11114,0.03,0.06,0.03,0,MT700
25679,30000,2,3,1,43,16176,15844,15785,712,724,557,0.04,0.05,0.04,1,LT500
25684,340000,2,2,1,42,132852,124168,119568,4511,4511,3834,0.03,0.04,0.03,0,MT700
25691,50000,2,2,2,43,28324,8144,8414,511,511,511,0.02,0.06,0.06,0,MT700
25709,50000,2,3,1,45,49586,31123,28373,5111,2111,2111,0.1,0.07,0.07,0,MT700
25713,220000,2,1,2,32,12554,1136,522,1,572,7656,0,0.5,14.67,0,MT700
25720,360000,2,1,1,45,531,822,2222,822,2222,788,1.55,2.7,0.35,0,MT700
25722,220000,2,2,2,38,1621,8522,4149,8559,4164,11626,5.28,0.49,2.8,1,LT500
25735,2.00E+05,2,1,1,46,5431,6683,7791,6871,7791,8911,1.27,1.17,1.14,0,MT700
25748,110000,2,2,1,28,75794,76947,79115,3111,3111,11111,0.04,0.04,0.14,0,MT700
25752,370000,2,1,2,30,18295,14386,11961,1,1,1569,0,0,0.13,0,LT500
25753,120000,2,3,2,31,63658,38495,38226,1511,1511,5111,0.02,0.04,0.13,0,MT700
25758,150000,2,3,2,35,121821,117281,115511,4111,4111,4111,0.03,0.04,0.04,0,MT700
25767,330000,2,1,1,31,142842,143257,144783,5111,6111,6111,0.04,0.04,0.04,0,MT700
25770,280000,2,1,2,30,17911,3529,892,3529,892,958,0.2,0.25,1.07,0,MT700
25788,160000,2,2,1,37,46139,47197,46683,1911,1713,3612,0.04,0.04,0.08,0,MT700
25790,150000,2,1,1,35,9643,4383,2225,4395,2229,3141,0.46,0.51,1.41,0,MT700
25792,360000,2,2,1,45,119556,111286,91581,4127,3445,2111,0.03,0.03,0.02,0,MT700
25794,220000,2,1,1,31,121827,119823,119461,2411,21577,11111,0.02,0.18,0.09,0,MT700
25807,150000,2,2,2,30,52754,52431,41771,1649,2115,11164,0.03,0.04,0.27,0,MT700
25809,210000,2,3,1,39,27964,28364,28855,1164,1111,1118,0.04,0.04,0.04,0,MT700
25815,2.00E+05,2,1,1,38,9585,8177,7136,5117,517,516,0.53,0.06,0.07,0,MT700
25831,60000,2,2,1,32,61615,31592,28656,1136,1211,1216,0.02,0.04,0.04,1,LT500
25832,2.00E+05,2,2,2,33,152671,134645,141557,4811,9111,5151,0.03,0.07,0.04,0,MT700
25840,70000,2,3,2,42,71415,48415,46514,1111,1511,2111,0.02,0.03,0.05,1,LT500
25854,2.00E+05,2,2,2,37,5361,4951,2413,3111,2512,3613,0.58,0.51,1.5,0,MT700
25858,5.00E+05,2,1,1,44,97437,185322,179697,1.11E+05,11111,21111,1.14,0.06,0.12,0,MT700
25864,120000,2,1,1,46,31437,32162,32734,1147,1188,1194,0.04,0.04,0.04,0,MT700
25871,250000,2,1,1,38,7721,37543,31337,37614,1,1,4.87,0,0,0,LT500
25876,2.00E+05,2,1,1,39,71175,69181,44376,69181,44376,37638,0.97,0.64,0.85,0,MT700
25884,430000,2,2,2,33,147383,135848,133591,4711,4746,4421,0.03,0.03,0.03,0,MT700
25886,290000,2,2,1,30,275889,218834,221695,8111,8112,8111,0.03,0.04,0.04,0,MT700
25888,170000,2,3,1,37,43584,34761,35467,2511,2111,2111,0.06,0.06,0.06,0,MT700
25900,40000,2,3,1,34,38764,36411,31931,3129,1111,2111,0.08,0.03,0.07,0,MT700
25901,5.00E+05,2,2,2,28,141177,131352,126422,3854,3622,3433,0.03,0.03,0.03,0,MT700
25903,440000,2,1,2,33,11799,746,611,746,611,4238,0.06,0.82,6.94,0,MT700
25912,50000,2,1,2,34,3682,3191,2451,3191,2451,4425,0.87,0.77,1.81,0,MT700
25935,1.00E+05,2,1,2,30,74551,75731,75975,3111,3111,3511,0.04,0.04,0.05,0,MT700
25957,140000,2,1,2,40,123174,97382,99364,3211,3311,3511,0.03,0.03,0.04,0,MT700
25960,310000,2,1,1,45,97722,111182,113212,5111,3899,3761,0.05,0.04,0.03,0,MT700
25962,150000,2,3,1,38,146332,145993,146611,5181,5437,5711,0.04,0.04,0.04,0,MT700
25969,50000,2,2,3,45,46434,45349,41755,1285,1544,1761,0.03,0.03,0.04,0,MT700
25991,280000,2,2,2,37,161264,148863,155116,5511,8511,5511,0.03,0.06,0.04,0,MT700
26025,50000,2,2,2,31,48987,48793,48328,1231,3356,636,0.03,0.07,0.01,0,MT700
26034,230000,2,1,2,27,3234,4696,7162,4696,7162,11898,1.45,1.53,1.66,0,MT700
26047,340000,2,1,2,35,12797,891,2313,913,2313,156591,0.07,2.6,67.7,0,MT700
26052,280000,2,3,1,46,83428,73918,81918,1,8111,1,0,0.11,0,0,MT700
26057,1.00E+05,2,1,2,27,71611,71198,72175,2515,3111,3421,0.04,0.04,0.05,0,MT700
26058,50000,2,3,1,27,41644,39731,35657,1,1265,832,0,0.03,0.02,1,LT500
26069,240000,2,1,1,32,4139,1776,1513,1781,1517,3631,0.43,0.85,2.4,0,MT700
26072,230000,2,1,2,33,6971,11717,15392,11111,5111,5111,1.59,0.44,0.33,1,LT500
26083,20000,2,2,1,36,19715,19816,18747,711,1,1211,0.04,0,0.06,0,LT500
26085,170000,2,3,1,40,171664,112131,114561,4311,4411,4511,0.03,0.04,0.04,0,MT700
26090,220000,2,1,1,39,2121,15441,7661,15516,7697,2916,7.32,0.5,0.38,0,MT700
26108,160000,2,2,1,45,8274,75286,76618,71111,3111,3311,8.59,0.04,0.04,0,MT700
26112,180000,2,1,2,35,792,3826,1997,3826,1997,396,4.83,0.52,0.2,0,MT700
26114,180000,2,2,1,27,3652,1973,689,46,16,1,0.01,0.01,0,0,LT500
26117,80000,2,2,1,36,76918,77168,78434,3211,4111,2711,0.04,0.05,0.03,0,MT700
26118,1.00E+05,2,2,1,30,99925,836,79113,2836,79263,2442,0.03,94.81,0.03,0,MT700
26122,380000,2,1,1,36,53235,111439,34579,111785,117,32347,2.1,0,0.94,1,LT500
26132,130000,2,3,1,44,2912,2911,4122,2911,4122,1887,1,1.42,0.46,0,MT700
26160,370000,2,3,2,31,35194,3728,2241,3728,2311,43183,0.11,0.62,19.27,0,MT700
26169,30000,2,1,1,47,29767,31498,29891,1511,1,1211,0.05,0,0.04,1,LT500
26175,90000,2,2,1,30,6936,7272,7595,1111,1111,1111,0.16,0.15,0.15,0,MT700
26176,360000,2,2,1,38,44972,45866,49327,1642,4211,1719,0.04,0.09,0.03,0,MT700
26179,150000,2,1,2,28,12115,12613,15225,1111,3111,2211,0.09,0.25,0.15,0,MT700
26186,2.00E+05,2,1,2,32,2511,511,511,1,511,511,0,1,1,0,MT700
26189,140000,2,2,1,36,581,9171,6317,9171,1,656,15.78,0,0.1,1,LT500
26213,140000,2,1,2,31,5511,3615,711,3615,711,1414,0.66,0.2,1.99,0,MT700
26220,1.00E+05,2,2,2,38,71118,57847,43618,1523,1292,1236,0.02,0.02,0.03,0,MT700
26224,4.00E+05,2,1,1,28,4149,4566,2578,4586,12,3837,1.11,0,1.49,0,LT500
26229,120000,2,2,2,30,123949,112431,114322,4111,4311,4322,0.03,0.04,0.04,0,MT700
26235,50000,2,3,1,35,51794,49376,51185,1,1915,2111,0,0.04,0.04,1,LT500
26247,80000,2,2,1,30,73563,43255,35852,1611,1311,1311,0.02,0.03,0.04,1,LT500
26252,280000,2,1,1,45,21232,17567,21127,17567,21127,17125,0.83,1.2,0.81,0,MT700
26268,5.00E+05,2,2,1,46,91182,79311,68381,2511,2381,2772,0.03,0.03,0.04,0,MT700
26269,60000,2,3,1,47,37431,37863,38954,1354,1711,1111,0.04,0.05,0.03,0,MT700
26272,30000,2,3,2,42,25413,25122,21448,1115,711,1111,0.04,0.03,0.05,0,MT700
26287,350000,2,1,1,30,53581,45321,43421,1113,1445,5111,0.02,0.03,0.12,0,MT700
26289,20000,2,3,2,47,19143,21143,21446,1611,1811,1111,0.08,0.09,0.05,1,LT500
26294,80000,2,2,2,34,1347,2495,1248,2498,3,1,1.85,0,0,0,LT500
26301,50000,2,1,2,33,48313,19399,19814,71941,619,563,1.49,0.03,0.03,1,LT500
26333,50000,2,1,2,26,3479,3116,811,1111,911,48578,0.32,0.29,59.9,0,MT700
26337,350000,2,1,2,33,228229,212221,181861,5716,6111,4511,0.03,0.03,0.02,0,MT700
26358,5.00E+05,2,1,2,32,423392,399251,362627,14111,13181,14111,0.03,0.03,0.04,0,MT700
26362,120000,2,1,1,35,812,2716,3597,2716,3597,1411,3.34,1.32,0.39,0,MT700
26396,3.00E+05,2,1,1,37,11123,11266,12467,11266,12467,5141,1.01,1.11,0.41,0,MT700
26417,210000,2,1,1,47,212656,117818,63149,5111,3111,6111,0.02,0.03,0.1,0,MT700
26418,240000,2,1,2,39,195242,187711,171828,11555,5223,5829,0.06,0.03,0.03,0,MT700
26429,250000,2,1,1,36,4438,4319,816,4311,816,9165,0.97,0.19,11.23,0,MT700
26443,150000,2,2,1,50,56513,38651,28775,2111,2111,1111,0.04,0.05,0.04,1,LT500
26447,80000,2,2,1,50,77871,73611,76751,4611,4751,4718,0.06,0.06,0.06,1,LT500
26449,50000,2,2,2,52,16825,14637,15397,5111,1111,1111,0.3,0.08,0.07,1,LT500
26451,210000,2,3,1,48,112418,97653,92653,3599,3346,2921,0.03,0.03,0.03,0,MT700
26466,140000,2,2,2,50,25994,25769,24552,5111,4111,6111,0.2,0.16,0.25,1,LT500
26467,210000,2,2,2,49,65825,61813,56578,1421,1132,5111,0.02,0.02,0.09,1,LT500
26473,50000,2,3,1,50,31491,26934,28118,1511,2111,2111,0.05,0.08,0.08,1,LT500
26475,260000,2,2,1,50,181891,184952,182328,7132,13613,5111,0.04,0.07,0.03,0,MT700
26483,50000,2,2,1,54,49581,49551,48871,2112,2111,5911,0.04,0.04,0.12,0,MT700
26507,1.00E+05,2,1,1,52,44183,47211,46411,4111,1,3111,0.09,0,0.07,1,LT500
26513,240000,2,2,1,53,76215,46771,35217,1,1111,2111,0,0.02,0.06,0,MT700
26533,70000,2,2,1,62,29288,29524,29764,1111,1111,1151,0.04,0.04,0.04,0,MT700
26535,20000,2,3,2,54,15196,15396,15721,544,565,1511,0.04,0.04,0.1,1,LT500
26537,80000,2,3,1,54,54382,48834,49756,2111,2111,2111,0.04,0.04,0.04,0,MT700
26545,180000,2,3,1,64,129179,131119,133714,4644,5688,5699,0.04,0.04,0.04,0,MT700
26548,520000,2,3,1,54,716864,383161,294641,15111,15111,1,0.02,0.04,0,0,MT700
26559,50000,2,3,3,51,47865,47455,48426,1336,1366,1444,0.03,0.03,0.03,1,LT500
26564,50000,2,3,2,56,48371,15417,16194,611,1117,21698,0.01,0.07,1.34,0,MT700
26565,2.00E+05,2,3,1,55,161916,165817,169599,8111,7111,3111,0.05,0.04,0.02,0,MT700
26569,2.00E+05,2,3,1,51,111661,113111,113384,4511,3951,4311,0.04,0.03,0.04,0,MT700
26617,20000,1,2,2,22,18671,21116,17617,2111,1111,1111,0.11,0.05,0.06,0,MT700
26618,20000,1,2,2,23,17521,18126,19182,796,1511,1,0.05,0.08,0,0,MT700
26619,50000,1,2,2,23,51133,9298,7877,5511,511,511,0.11,0.05,0.06,1,LT500
26620,10000,1,2,2,23,8431,9179,9111,942,321,1,0.11,0.03,0,1,LT500
26632,1.00E+05,1,3,2,24,62913,9389,6176,312,217,2114,0,0.02,0.34,0,MT700
26638,50000,1,1,2,24,19559,16795,17233,611,1111,1311,0.03,0.07,0.08,0,MT700
26640,90000,1,1,2,26,33982,31738,29118,1111,1111,1111,0.03,0.04,0.04,0,MT700
26646,10000,1,2,2,23,9941,9251,9413,1111,2111,464,0.11,0.23,0.05,1,LT500
26648,40000,1,1,2,26,41136,39113,38945,1,1611,1611,0,0.04,0.04,1,LT500
26662,50000,1,2,2,24,21113,21111,21412,1,1111,2111,0,0.05,0.1,0,MT700
26664,60000,1,2,2,27,61769,51722,44956,51722,16111,1111,0.84,0.31,0.02,1,LT500
26670,2.00E+05,1,1,2,33,68185,69445,71242,2434,2863,3111,0.04,0.04,0.04,0,MT700
26672,150000,1,1,1,28,133414,111284,73255,149,1866,1,0,0.02,0,0,MT700
26675,60000,1,1,2,27,8717,8552,9912,3111,2111,1,0.36,0.25,0,0,MT700
26679,50000,1,2,2,25,47482,48162,48926,2111,1685,2111,0.04,0.03,0.04,0,MT700
26689,10000,1,2,2,25,8714,8877,9163,318,329,331,0.04,0.04,0.04,1,LT500
26702,210000,1,1,1,29,8197,7912,7917,1111,291,1111,0.14,0.04,0.14,0,MT700
26707,130000,1,2,2,26,133182,113161,113131,5111,5111,5111,0.04,0.05,0.05,1,LT500
26709,50000,1,1,2,25,9994,16829,13151,11111,5111,2111,1.11,0.3,0.16,0,MT700
26723,180000,1,1,2,26,126884,129121,131718,4219,4351,4199,0.03,0.03,0.03,0,MT700
26731,40000,1,1,2,24,21567,18388,18353,811,811,811,0.04,0.04,0.04,0,MT700
26737,80000,1,2,2,27,57341,55823,58261,1,3511,3511,0,0.06,0.06,1,LT500
26740,160000,1,1,2,27,4217,1255,1554,1,1111,888,0,0.89,0.57,1,LT500
26749,160000,1,2,2,27,2313,2287,3442,2298,3462,2637,0.99,1.51,0.77,0,MT700
26758,20000,1,3,2,27,21111,19714,18114,394,1,226,0.02,0,0.01,0,LT500
26769,80000,1,2,2,25,48129,47525,47181,2111,2111,2111,0.04,0.04,0.04,1,LT500
26774,50000,1,2,2,25,52546,8959,9812,51285,1111,368,0.98,0.12,0.04,1,LT500
26792,230000,1,1,2,26,114443,111521,115779,3827,5161,31111,0.03,0.05,0.27,0,MT700
26794,270000,1,2,2,27,36276,19165,17937,54,11188,6368,0,0.58,0.36,0,MT700
26799,230000,1,1,2,27,12414,15982,13324,4111,2311,3111,0.33,0.14,0.23,0,MT700
26809,50000,1,1,2,31,44811,45699,46675,1635,1712,4111,0.04,0.04,0.09,1,LT500
26811,60000,1,2,2,27,48916,27743,28646,972,2111,1311,0.02,0.08,0.05,0,MT700
26814,130000,1,2,2,31,96191,88934,91633,3311,3617,5516,0.03,0.04,0.06,1,LT500
26818,70000,1,2,2,29,48538,49134,49689,2111,2111,2311,0.04,0.04,0.05,0,MT700
26821,5.00E+05,1,1,2,30,112175,163165,214575,1.11E+05,64575,67811,0.99,0.4,0.32,0,MT700
26829,5.00E+05,1,1,2,30,241216,242481,231232,7111,14471,7611,0.03,0.06,0.03,0,MT700
26836,170000,1,1,1,40,116882,99917,97133,9,3481,4635,0,0.03,0.05,0,MT700
26840,20000,1,3,1,37,19493,17289,17684,611,1111,711,0.03,0.06,0.04,0,MT700
26846,1.00E+05,1,1,1,40,28598,31131,32356,2111,2711,1311,0.07,0.09,0.04,1,LT500
26856,230000,1,3,1,48,21881,21262,21469,2111,2111,2111,0.1,0.1,0.1,0,MT700
26858,260000,1,1,1,40,9159,3361,3657,3377,3667,493,0.37,1.09,0.13,0,MT700
26863,130000,1,3,1,38,6931,99416,99712,114591,3358,3314,16.53,0.03,0.03,0,MT700
26872,290000,1,1,1,45,9746,7192,5449,7123,5461,311,0.73,0.76,0.06,0,MT700
26874,110000,1,2,1,37,111164,112123,111575,4411,4511,4211,0.04,0.04,0.04,0,MT700
26881,50000,1,1,2,39,54275,21281,21138,62113,858,869,1.14,0.04,0.04,0,MT700
26899,20000,1,3,1,30,18389,17898,18462,1898,1111,4674,0.1,0.06,0.25,0,MT700
26912,150000,1,2,1,43,86961,79284,74531,3126,5111,5112,0.04,0.06,0.07,0,MT700
26913,80000,1,3,1,38,71791,49835,48881,1879,2111,2144,0.03,0.04,0.04,0,MT700
26915,150000,1,2,1,36,37686,38811,31548,2121,36,1148,0.06,0,0.04,1,LT500
26922,720000,1,1,1,40,148956,135217,85311,5237,3111,8961,0.04,0.02,0.11,1,LT500
26925,240000,1,1,1,33,163786,81611,79817,3111,2911,3111,0.02,0.04,0.04,0,MT700
26928,140000,1,2,1,37,53193,47352,41627,2111,2111,1511,0.04,0.04,0.04,0,MT700
26934,360000,1,1,2,35,81919,75332,47622,1886,3135,2168,0.02,0.04,0.05,0,MT700
26937,210000,1,2,1,44,89689,85764,85831,1,3221,3311,0,0.04,0.04,1,LT500
26940,410000,1,1,2,28,72363,68713,66711,5111,6111,3111,0.07,0.09,0.05,0,MT700
26944,20000,1,2,2,37,18175,18831,21423,1111,2111,1,0.06,0.11,0,1,LT500
26956,240000,1,2,1,40,8412,4585,3551,1113,112,173,0.13,0.02,0.05,0,MT700
26961,110000,1,3,1,37,67886,39457,39424,1511,1511,1611,0.02,0.04,0.04,0,MT700
26967,60000,1,2,1,44,51154,27535,22962,1111,2111,3111,0.02,0.08,0.14,0,MT700
26973,440000,1,2,2,42,51727,51164,59117,5111,11111,8111,0.1,0.22,0.14,0,MT700
26979,80000,1,1,2,42,56788,52287,52287,1,1,51771,0,0,0.99,0,LT500
26992,80000,1,2,2,31,28891,28613,49136,1138,22111,1746,0.04,0.77,0.04,0,MT700
27000,340000,1,2,2,41,4116,6219,2181,6254,2191,1917,1.52,0.35,0.88,0,MT700
27003,20000,1,2,1,40,19263,18433,26132,4111,2111,2111,0.21,0.11,0.08,0,MT700
27007,70000,1,2,1,34,35187,34226,35514,1,2111,8211,0,0.06,0.23,0,MT700
27011,160000,1,2,1,39,49183,48237,51937,1,4511,1,0,0.09,0,0,MT700
27026,240000,1,1,1,38,14342,11411,3116,11411,3116,13336,0.8,0.27,4.28,0,MT700
27049,130000,1,3,1,43,61352,61167,63142,2411,3111,2411,0.04,0.05,0.04,0,MT700
27053,50000,1,3,1,47,16119,16336,16678,584,615,619,0.04,0.04,0.04,0,MT700
27057,20000,1,3,1,46,19894,19993,21131,711,721,1587,0.04,0.04,0.08,0,MT700
27060,210000,1,2,1,39,15433,8511,11511,171,2111,2822,0.01,0.25,0.25,1,LT500
27074,350000,1,1,1,38,22381,13115,5167,13115,5167,11325,0.59,0.39,2.19,0,MT700
